date,nav
2018-07-03,15.4724
2018-07-04,15.5978
2018-07-05,15.5084
2018-07-06,15.5055
2018-07-07,15.5044
2018-07-08,15.5033
2018-07-09,15.6752
2018-07-10,15.8446
2018-07-11,15.7747
2018-07-12,15.7134
2018-07-13,15.6735
2018-07-14,15.6725
2018-07-15,15.6714
2018-07-16,15.4301
2018-07-17,15.5054
2018-07-18,15.4537
2018-07-19,15.3736
2018-07-20,15.4593
2018-07-21,15.4583
2018-07-22,15.4573
2018-07-23,15.5451
2018-07-24,15.6941
2018-07-25,15.711
2018-07-26,15.9014
2018-07-27,15.9729
2018-07-28,15.9718
2018-07-29,15.9707
2018-07-30,16.0956
2018-07-31,16.1031
2018-08-01,16.105
2018-08-02,16.0604
2018-08-03,16.16
2018-08-04,16.1588
2018-08-05,16.1576
2018-08-06,16.2131
2018-08-07,16.1775
2018-08-08,16.2739
2018-08-09,16.3531
2018-08-10,16.2344
2018-08-11,16.2332
2018-08-12,16.2321
2018-08-13,16.0973
2018-08-14,16.1905
2018-08-15,16.1894
2018-08-16,16.1627
2018-08-17,16.2776
2018-08-18,16.2764
2018-08-19,16.2753
2018-08-20,16.2413
2018-08-21,16.2539
2018-08-22,16.2528
2018-08-23,16.2653
2018-08-24,16.2476
2018-08-25,16.2465
2018-08-26,16.2453
2018-08-27,16.3344
2018-08-28,16.3383
2018-08-29,16.24
2018-08-30,16.303
2018-08-31,16.3945
2018-09-01,16.3934
2018-09-02,16.3922
2018-09-03,16.2504
2018-09-04,15.9667
2018-09-05,15.8926
2018-09-06,16.0016
2018-09-07,16.0552
2018-09-08,16.0542
2018-09-09,16.0532
2018-09-10,15.8193
2018-09-11,15.5846
2018-09-12,15.5605
2018-09-13,15.5595
2018-09-14,15.7109
2018-09-16,15.7088
2018-09-17,15.6359
2018-09-18,15.4724
2018-09-20,15.4805
2018-09-21,15.2842
2018-09-23,15.2823
2018-09-24,14.9741
2018-09-25,15.0327
2018-09-26,15.0251
2018-09-27,14.9126
2018-09-28,14.7284
2018-09-30,14.7263
2018-10-02,14.7235
2018-10-03,14.5737
2018-10-04,14.2732
2018-10-05,13.9345
2018-10-07,13.9327
2018-10-08,13.8335
2018-10-09,13.8078
2018-10-10,14.0076
2018-10-11,13.7869
2018-10-12,14.0021
2018-10-14,14.0007
2018-10-15,14.0523
2018-10-16,14.0791
2018-10-18,14.0275
2018-10-19,13.9931
2018-10-21,13.9938
2018-10-22,13.99
2018-10-23,13.9791
2018-10-24,13.9805
2018-10-25,13.982
2018-10-26,13.9995
2018-10-28,14.0324
2018-10-29,14.0564
2018-10-30,14.0617
2018-10-31,14.0631
2018-11-01,14.0646
2018-11-02,14.0161
2018-11-04,14.0192
2018-11-05,14.0161
2018-11-06,13.9597
2018-11-08,14.0223
2018-11-09,13.9739
2018-11-11,13.9734
2018-11-12,13.8636
2018-11-13,13.937
2018-11-14,14.0082
2018-11-15,14.0792
2018-11-16,14.1905
2018-11-18,14.1888
2018-11-19,14.2276
2018-11-20,14.1403
2018-11-21,14.1439
2018-11-23,14.0544
2018-11-25,14.0526
2018-11-26,14.1372
2018-11-27,14.2104
2018-11-28,14.1773
2018-11-29,14.2734
2018-11-30,14.3269
2018-12-02,14.3252
2018-12-03,14.3699
2018-12-04,14.3543
2018-12-05,14.2543
2018-12-06,14.0336
2018-12-07,14.1462
2018-12-09,14.1445
2018-12-10,13.9204
2018-12-11,14.0274
2018-12-12,14.2545
2018-12-13,14.373
2018-12-14,14.3926
2018-12-15,14.3917
2018-12-16,14.3908
2018-12-17,14.4305
2018-12-18,14.4923
2018-12-19,14.6306
2018-12-20,14.5852
2018-12-21,14.3445
2018-12-23,14.3426
2018-12-24,14.2507
2018-12-25,14.2498
2018-12-26,14.2808
2018-12-27,14.3392
2018-12-28,14.4275
2018-12-29,14.4266
2018-12-30,14.4257
2018-12-31,14.4752
2019-01-01,14.4909
2019-01-02,14.3739
2019-01-03,14.3283
2019-01-04,14.349
2019-01-06,14.3472
2019-01-07,14.4157
2019-01-08,14.4451
2019-01-09,14.5153
2019-01-10,14.5539
2019-01-11,14.5259
2019-01-13,14.524
2019-01-14,14.4903
2019-01-15,14.6268
2019-01-16,14.6243
2019-01-17,14.5961
2019-01-18,14.5046
2019-01-20,14.5028
2019-01-21,14.5236
2019-01-22,14.4711
2019-01-23,14.3876
2019-01-24,14.3886
2019-01-25,14.3126
2019-01-27,14.3108
2019-01-28,14.1298
2019-01-29,14.1618
2019-01-30,14.2257
2019-01-31,14.367
2019-02-01,14.4309
2019-02-03,14.429
2019-02-04,14.4251
2019-02-05,14.454
2019-02-06,14.5296
2019-02-07,14.5989
2019-02-08,14.4907
2019-02-09,14.4898
2019-02-10,14.4889
2019-02-11,14.3203
2019-02-12,14.2449
2019-02-13,14.201
2019-02-14,14.1271
2019-02-15,14.0916
2019-02-17,14.0899
2019-02-18,14.0045
2019-02-19,14.0309
2019-02-20,14.0998
2019-02-21,14.1405
2019-02-22,14.1514
2019-02-24,14.1496
2019-02-25,14.2745
2019-02-26,14.2388
2019-02-27,14.2258
2019-02-28,14.2451
2019-03-01,14.2829
2019-03-02,14.2819
2019-03-04,14.28
2019-03-05,14.4638
2019-03-06,14.5726
2019-03-07,14.5515
2019-03-08,14.5
2019-03-10,14.4981
2019-03-11,14.7174
2019-03-12,14.8558
2019-03-13,14.8651
2019-03-14,14.8711
2019-03-15,14.9096
2019-03-17,14.9078
2019-03-18,14.9409
2019-03-19,15.0279
2019-03-20,15.0518
2019-03-21,15.0509
2019-03-22,14.9565
2019-03-24,14.9547
2019-03-25,14.8493
2019-03-26,14.9915
2019-03-27,14.9749
2019-03-28,15.1565
2019-03-29,15.2393
2019-03-30,15.2383
2019-03-31,15.2374
2019-04-01,15.2698
2019-04-02,15.3165
2019-04-03,15.2077
2019-04-04,15.1918
2019-04-05,15.2433
2019-04-07,15.2423
2019-04-08,15.1878
2019-04-09,15.2276
2019-04-10,15.1436
2019-04-11,15.1501
2019-04-12,15.2052
2019-04-14,15.2043
2019-04-15,15.2626
2019-04-16,15.3827
2019-04-17,15.3822
2019-04-18,15.3306
2019-04-19,15.3302
2019-04-21,15.3294
2019-04-22,15.1459
2019-04-23,15.1143
2019-04-24,15.2401
2019-04-25,15.1509
2019-04-26,15.2529
2019-04-28,15.2521
2019-04-29,15.2517
2019-04-30,15.3063
2019-05-01,15.3059
2019-05-02,15.2394
2019-05-03,15.2537
2019-05-05,15.2528
2019-05-06,15.1067
2019-05-07,15.0241
2019-05-08,14.9101
2019-05-09,14.8339
2019-05-10,14.8582
2019-05-12,14.8574
2019-05-13,14.726
2019-05-14,14.8118
2019-05-15,14.8174
2019-05-16,14.8666
2019-05-17,15.0304
2019-05-19,15.0295
2019-05-20,15.4168
2019-05-21,15.314
2019-05-22,15.3607
2019-05-23,15.3064
2019-05-24,15.6061
2019-05-26,15.6052
2019-05-27,15.7096
2019-05-28,15.7155
2019-05-29,15.5892
2019-05-30,15.6609
2019-05-31,15.6457
2019-06-01,15.6452
2019-06-02,15.6446
2019-06-03,15.7796
2019-06-04,15.7381
2019-06-05,15.7375
2019-06-06,15.5853
2019-06-07,15.5954
2019-06-09,15.5943
2019-06-10,15.6697
2019-06-11,15.7058
2019-06-12,15.6372
2019-06-13,15.6894
2019-06-14,15.5429
2019-06-16,15.5418
2019-06-17,15.3461
2019-06-18,15.3818
2019-06-19,15.3401
2019-06-20,15.5149
2019-06-21,15.4006
2019-06-23,15.3995
2019-06-24,15.3667
2019-06-25,15.5233
2019-06-26,15.5754
2019-06-27,15.5827
2019-06-28,15.5652
2019-06-30,15.5641
2019-07-01,15.5948
2019-07-02,15.6499
2019-07-03,15.6721
2019-07-04,15.7802
2019-07-05,15.6954
2019-07-07,15.6944
2019-07-08,15.3926
2019-07-09,15.3423
2019-07-10,15.2203
2019-07-11,15.2504
2019-07-12,15.1995
2019-07-14,15.1985
2019-07-15,15.1917
2019-07-16,15.2787
2019-07-17,15.3409
2019-07-18,15.2258
2019-07-19,15.0007
2019-07-21,14.9999
2019-07-22,14.902
2019-07-23,14.9004
2019-07-24,14.7813
2019-07-25,14.785
2019-07-26,14.8638
2019-07-28,14.8629
2019-07-29,14.8187
2019-07-30,14.7478
2019-07-31,14.7532
2019-08-01,14.5713
2019-08-02,14.5613
2019-08-04,14.5605
2019-08-05,14.4117
2019-08-06,14.6103
2019-08-07,14.5366
2019-08-08,14.7299
2019-08-09,14.8343
2019-08-12,14.833
2019-08-13,14.5075
2019-08-14,14.6437
2019-08-15,14.6432
2019-08-16,14.7046
2019-08-18,14.7037
2019-08-19,14.74
2019-08-20,14.6865
2019-08-21,14.595
2019-08-22,14.3914
2019-08-23,14.4309
2019-08-25,14.4301
2019-08-26,14.7075
2019-08-27,14.8006
2019-08-28,14.7245
2019-08-29,14.6262
2019-08-30,14.6826
2019-09-01,14.6817
2019-09-02,14.6813
2019-09-03,14.4467
2019-09-04,14.5336
2019-09-05,14.5704
2019-09-06,14.7152
2019-09-08,14.7143
2019-09-09,14.8307
2019-09-10,14.8303
2019-09-11,14.852
2019-09-12,14.8306
2019-09-13,14.8976
2019-09-15,14.8968
2019-09-16,14.9075
2019-09-17,14.679
2019-09-18,14.7174
2019-09-19,14.5824
2019-09-20,15.2348
2019-09-22,15.2341
2019-09-23,15.6704
2019-09-24,15.6381
2019-09-25,15.3787
2019-09-26,15.5169
2019-09-27,15.5471
2019-09-29,15.5462
2019-09-30,15.4758
2019-10-02,15.2798
2019-10-03,15.1863
2019-10-04,14.9759
2019-10-06,14.975
2019-10-08,14.9566
2019-10-09,15.1968
2019-10-10,15.1052
2019-10-11,15.2125
2019-10-13,15.2115
2019-10-14,15.2149
2019-10-15,15.2755
2019-10-16,15.3117
2019-10-17,15.5087
2019-10-18,15.6255
2019-10-21,15.6238
2019-10-22,15.5587
2019-10-23,15.5103
2019-10-24,15.4522
2019-10-25,15.4988
2019-10-26,15.4983
2019-10-28,15.5407
2019-10-29,15.6187
2019-10-30,15.6986
2019-10-31,15.7278
2019-11-01,15.7725
2019-11-03,15.7715
2019-11-04,15.795
2019-11-05,15.7658
2019-11-06,15.7989
2019-11-07,15.8473
2019-11-08,15.7522
2019-11-10,15.7513
2019-11-12,15.8007
2019-11-13,15.6801
2019-11-14,15.7016
2019-11-15,15.8089
2019-11-17,15.808
2019-11-18,15.799
2019-11-19,15.9034
2019-11-20,15.9648
2019-11-21,15.9038
2019-11-22,15.8415
2019-11-23,15.841
2019-11-24,15.8405
2019-11-25,16.021
2019-11-26,15.9455
2019-11-27,15.9946
2019-11-28,16.064
2019-11-29,15.998
2019-11-30,15.9974
2019-12-01,15.9969
2019-12-02,15.9983
2019-12-03,15.9013
2019-12-04,16.1361
2019-12-05,16.0368
2019-12-06,15.8599
2019-12-08,15.8589
2019-12-09,15.8543
2019-12-10,15.7489
2019-12-11,15.7183
2019-12-12,15.7943
2019-12-13,15.947
2019-12-15,15.9459
2019-12-16,15.875
2019-12-17,15.9716
2019-12-18,15.997
2019-12-19,16.0233
2019-12-20,16.0933
2019-12-22,16.0923
2019-12-23,16.0358
2019-12-25,15.9944
2019-12-26,15.9499
2019-12-27,16.1154
2019-12-29,16.1144
2019-12-30,16.1007
2019-12-31,16.0626
2020-01-01,16.0674
2020-01-02,16.1793
2020-01-03,16.1156
2020-01-05,16.1145
2020-01-06,15.8048
2020-01-07,15.9007
2020-01-08,15.8911
2020-01-09,16.1093
2020-01-10,16.1496
2020-01-12,16.1486
2020-01-13,16.226
2020-01-14,16.2967
2020-01-15,16.3093
2020-01-16,16.3586
2020-01-17,16.4128
2020-01-19,16.4118
2020-01-20,16.2711
2020-01-21,16.2392
2020-01-22,16.1583
2020-01-23,16.3284
2020-01-24,16.5437
2020-01-25,16.5432
2020-01-26,16.5427
2020-01-27,16.4096
2020-01-28,16.3493
2020-01-29,16.4345
2020-01-30,16.2974
2020-01-31,16.217
2020-02-02,15.8531
2020-02-03,15.9701
2020-02-04,16.2262
2020-02-05,16.3894
2020-02-06,16.506
2020-02-07,16.5433
2020-02-09,16.5422
2020-02-10,16.4415
2020-02-11,16.5529
2020-02-12,16.599
2020-02-13,16.5709
2020-02-14,16.4985
2020-02-16,16.4975
2020-02-17,16.3762
2020-02-18,16.3044
2020-02-19,16.473
2020-02-21,16.5218
2020-02-23,16.5207
2020-02-24,16.2512
2020-02-25,16.2061
2020-02-26,16.1255
2020-02-27,16.0852
2020-02-28,15.6036
2020-02-29,15.6031
2020-03-01,15.6026
2020-03-02,15.5031
2020-03-03,15.7141
2020-03-04,15.4697
2020-03-05,15.573
2020-03-06,15.2495
2020-03-07,15.249
2020-03-08,15.2485
2020-03-10,14.581
2020-03-11,14.5421
2020-03-12,13.3535
2020-03-13,13.7502
2020-03-15,13.7493
2020-03-16,12.8926
2020-03-17,12.5817
2020-03-18,11.8533
2020-03-19,11.4896
2020-03-20,11.8922
2020-03-21,11.8918
2020-03-22,11.8915
2020-03-23,10.4982
2020-03-24,10.6837
2020-03-25,11.1936
2020-03-26,11.554
2020-03-27,11.5946
2020-03-29,11.5938
2020-03-30,11.2721
2020-03-31,11.6732
2020-04-01,11.3375
2020-04-02,11.3371
2020-04-03,11.1039
2020-04-06,11.1028
