date,nav
2018-11-29,10.0115
2018-11-30,10.0154
2018-12-03,10.0177
2018-12-04,10.0235
2018-12-05,10.029
2018-12-06,10.0435
2018-12-07,10.0411
2018-12-10,10.0266
2018-12-11,10.0171
2018-12-12,10.0361
2018-12-13,10.0372
2018-12-14,10.0467
2018-12-17,10.0539
2018-12-18,10.0574
2018-12-19,10.0867
2018-12-20,10.0951
2018-12-21,10.1074
2018-12-24,10.1181
2018-12-26,10.1386
2018-12-27,10.1388
2018-12-28,10.1411
2018-12-31,10.154
2019-01-01,10.1521
2019-01-02,10.1551
2019-01-03,10.1529
2019-01-04,10.1594
2019-01-07,10.1657
2019-01-08,10.1787
2019-01-09,10.18
2019-01-10,10.1805
2019-01-11,10.1866
2019-01-14,10.2031
2019-01-15,10.2015
2019-01-16,10.1941
2019-01-17,10.1927
2019-01-18,10.193
2019-01-21,10.1928
2019-01-22,10.2052
2019-01-23,10.206
2019-01-24,10.2076
2019-01-25,10.21
2019-01-28,10.2174
2019-01-29,10.2179
2019-01-30,10.2126
2019-01-31,10.2166
2019-02-01,10.199
2019-02-04,10.204
2019-02-05,10.1934
2019-02-06,10.1987
2019-02-07,10.2292
2019-02-08,10.2462
2019-02-11,10.2504
2019-02-12,10.248
2019-02-13,10.2848
2019-02-14,10.2816
2019-02-15,10.2734
2019-02-18,10.2645
2019-02-20,10.2723
2019-02-21,10.2747
2019-02-22,10.2793
2019-02-25,10.2852
2019-02-26,10.2827
2019-02-27,10.2759
2019-02-28,10.2866
2019-03-01,10.298
2019-03-05,10.311
2019-03-06,10.314
2019-03-07,10.3208
2019-03-08,10.3312
2019-03-11,10.353
2019-03-12,10.3689
2019-03-13,10.3665
2019-03-14,10.3973
2019-03-15,10.3977
2019-03-18,10.4158
2019-03-19,10.4064
2019-03-20,10.4204
2019-03-22,10.4332
2019-03-25,10.4403
2019-03-26,10.4375
2019-03-27,10.4375
2019-03-28,10.4474
2019-03-29,10.4712
2019-04-02,10.5312
2019-04-03,10.5217
2019-04-04,10.5053
2019-04-05,10.5016
2019-04-08,10.4905
2019-04-09,10.4887
2019-04-10,10.4918
2019-04-11,10.4905
2019-04-12,10.49
2019-04-15,10.4863
2019-04-16,10.4815
2019-04-18,10.4852
2019-04-22,10.4756
2019-04-23,10.4775
2019-04-24,10.4818
2019-04-25,10.4665
2019-04-26,10.4727
2019-04-30,10.4774
2019-05-02,10.4746
2019-05-03,10.4674
2019-05-06,10.4744
2019-05-07,10.4763
2019-05-08,10.484
2019-05-09,10.4844
2019-05-10,10.4834
2019-05-13,10.4949
2019-05-14,10.5078
