date,nav
2014-03-18,10.0113
2014-03-19,10.0138
2014-03-20,10.0131
2014-03-21,10.0554
2014-03-24,10.0709
2014-03-25,10.089
2014-03-26,10.0898
2014-03-27,10.0908
2014-03-28,10.0947
2014-03-31,10.1085
2014-04-02,10.1065
2014-04-03,10.1098
2014-04-04,10.1103
2014-04-07,10.1163
2014-04-09,10.1167
2014-04-10,10.1206
2014-04-11,10.1236
2014-04-15,10.1336
2014-04-16,10.1368
2014-04-17,10.1422
2014-04-21,10.1522
2014-04-22,10.151
2014-04-23,10.1556
2014-04-25,10.1617
2014-04-28,10.1675
2014-04-29,10.1684
2014-04-30,10.1705
2014-05-02,10.1773
2014-05-05,10.1875
2014-05-06,10.1904
2014-05-07,10.1914
2014-05-08,10.1978
2014-05-09,10.1999
2014-05-12,10.2095
2014-05-13,10.2117
2014-05-15,10.2191
2014-05-16,10.223
2014-05-19,10.2325
2014-05-20,10.2357
2014-05-21,10.2384
2014-05-22,10.2441
2014-05-23,10.2483
2014-05-26,10.2547
2014-05-27,10.2571
2014-05-28,10.2581
2014-05-29,10.2609
2014-05-30,10.268
2014-06-02,10.2732
2014-06-03,10.277
2014-06-04,10.2859
2014-06-05,10.2904
2014-06-06,10.2931
2014-06-09,10.2992
2014-06-10,10.3004
2014-06-11,10.3025
2014-06-12,10.3049
2014-06-13,10.306
2014-06-16,10.31
2014-06-17,10.3124
2014-06-18,10.3156
2014-06-19,10.3175
2014-06-20,10.3194
2014-06-23,10.3254
2014-06-24,10.3289
2014-06-25,10.3309
2014-06-26,10.3353
2014-06-27,10.3375
2014-06-30,10.3452
2014-07-02,10.3533
2014-07-03,10.3568
2014-07-04,10.36
2014-07-07,10.3667
2014-07-08,10.3683
2014-07-09,10.369
2014-07-10,10.3687
2014-07-11,10.3607
2014-07-14,10.3673
2014-07-15,10.3718
2014-07-16,10.3757
2014-07-17,10.3807
2014-07-18,10.3836
2014-07-21,10.3907
2014-07-22,10.3928
2014-07-23,10.3949
2014-07-24,10.3947
2014-07-25,10.3974
2014-07-28,10.4033
2014-07-30,10.4089
2014-07-31,10.4112
2014-08-01,10.4127
2014-08-04,10.4208
2014-08-05,10.4237
2014-08-06,10.4233
2014-08-07,10.425
2014-08-08,10.4271
2014-08-11,10.434
2014-08-12,10.4371
2014-08-13,10.4401
2014-08-14,10.4422
2014-08-19,10.4546
2014-08-20,10.4567
2014-08-21,10.4589
2014-08-22,10.4632
2014-08-25,10.4719
2014-08-26,10.476
2014-08-27,10.4794
2014-08-28,10.4796
2014-09-01,10.49
2014-09-02,10.4927
2014-09-03,10.4955
2014-09-04,10.4979
2014-09-05,10.5003
2014-09-08,10.5072
2014-09-09,10.5097
2014-09-10,10.5117
2014-09-11,10.5135
2014-09-12,10.5161
2014-09-15,10.5237
2014-09-16,10.5263
2014-09-17,10.5294
2014-09-18,10.5327
2014-09-19,10.5354
2014-09-22,10.5427
2014-09-23,10.5455
2014-09-24,10.5478
2014-09-25,10.5507
2014-09-26,10.5531
2014-09-29,10.5605
2014-09-30,10.5645
2014-10-01,10.5679
2014-10-07,10.5836
2014-10-08,10.5885
2014-10-09,10.5908
2014-10-10,10.5931
2014-10-13,10.601
2014-10-14,10.6048
2014-10-16,10.6093
2014-10-17,10.6122
2014-10-20,10.6206
2014-10-21,10.6232
2014-10-22,10.6255
2014-10-27,10.6385
2014-10-28,10.6417
2014-10-29,10.6444
2014-10-30,10.6474
2014-10-31,10.6504
2014-11-03,10.6583
2014-11-05,10.6653
2014-11-07,10.6714
2014-11-10,10.6788
2014-11-11,10.6807
2014-11-12,10.6831
2014-11-13,10.6854
2014-11-14,10.6876
2014-11-17,10.6951
2014-11-18,10.6977
2014-11-19,10.7003
2014-11-20,10.7028
2014-11-21,10.7052
2014-11-24,10.7121
2014-11-25,10.7146
2014-11-26,10.7173
2014-11-27,10.7197
2014-11-28,10.7221
2014-12-01,10.7306
2014-12-02,10.7331
2014-12-03,10.7361
2014-12-04,10.7388
2014-12-05,10.7411
2014-12-08,10.7481
2014-12-09,10.7506
2014-12-10,10.7528
2014-12-11,10.7552
2014-12-12,10.7576
2014-12-15,10.7645
2014-12-16,10.7651
2014-12-17,10.7669
2014-12-18,10.7693
2014-12-19,10.7715
2014-12-22,10.7777
2014-12-23,10.78
2014-12-24,10.7821
2014-12-26,10.7865
2014-12-29,10.7937
2014-12-30,10.797
2014-12-31,10.8007
2015-01-01,10.8036
2015-01-02,10.8061
2015-01-05,10.8133
2015-01-06,10.8156
2015-01-07,10.818
2015-01-08,10.8204
2015-01-09,10.8229
2015-01-12,10.83
2015-01-13,10.8325
2015-01-14,10.8347
2015-01-15,10.84
2015-01-16,10.8424
2015-01-19,10.8495
2015-01-20,10.8519
2015-01-21,10.8543
2015-01-22,10.8567
2015-01-23,10.8591
2015-01-27,10.8688
2015-01-28,10.8712
2015-01-29,10.8735
2015-01-30,10.876
2015-02-02,10.8825
2015-02-03,10.8852
2015-02-04,10.8873
2015-02-05,10.8897
2015-02-06,10.8922
2015-02-09,10.8996
2015-02-10,10.9021
2015-02-11,10.9045
2015-02-12,10.907
2015-02-13,10.9088
2015-02-16,10.9144
2015-02-18,10.9177
2015-02-20,10.9214
2015-02-23,10.9269
2015-02-24,10.9287
2015-02-25,10.9306
2015-02-26,10.9311
2015-02-27,10.9324
2015-03-02,10.9379
2015-03-03,10.9397
2015-03-04,10.9415
2015-03-05,10.9435
2015-03-09,10.9507
2015-03-10,10.9525
2015-03-11,10.9543
2015-03-12,10.9561
2015-03-13,10.9579
2015-03-16,10.9632
2015-03-17,10.965
2015-03-18,10.9668
2015-03-19,10.9686
2015-03-20,10.9704
2015-03-23,10.9759
2015-03-24,10.9779
2015-03-25,10.9798
2015-03-26,10.9816
2015-03-27,10.9837
2015-03-30,10.9896
2015-03-31,10.9923
2015-04-06,11.0019
2015-04-07,11.0039
2015-04-08,11.0022
2015-04-09,11.0083
2015-04-10,11.0088
2015-04-13,11.0186
2015-04-15,11.0242
2015-04-16,11.0251
2015-04-17,11.0256
2015-04-20,11.033
2015-04-21,11.0392
2015-04-22,11.0404
2015-04-23,11.0455
2015-04-24,11.0489
2015-04-27,11.0539
2015-04-28,11.0584
2015-04-29,11.0564
2015-04-30,11.0501
2015-05-05,11.0556
2015-05-06,11.0533
2015-05-07,11.0441
2015-05-08,11.0405
2015-05-11,11.0508
2015-05-12,11.0582
2015-05-13,11.0644
2015-05-14,11.0642
2015-05-15,11.0651
2015-05-18,11.0753
2015-05-19,11.0763
2015-05-20,11.0771
2015-05-21,11.0847
2015-05-22,11.0874
2015-05-25,11.0986
2015-05-26,11.1073
2015-05-27,11.1099
2015-05-28,11.1145
2015-05-29,11.1197
2015-06-01,11.136
2015-06-02,11.1269
2015-06-03,11.1281
2015-06-04,11.1259
2015-06-05,11.1313
2015-06-08,11.1402
2015-06-09,11.143
2015-06-10,11.1427
2015-06-11,11.1323
2015-06-12,11.1357
2015-06-15,11.1393
2015-06-16,11.1389
2015-06-17,11.1447
2015-06-18,11.1549
2015-06-19,11.16
2015-06-22,11.1689
2015-06-23,11.1683
2015-06-24,11.1692
2015-06-25,11.1699
2015-06-26,11.1698
2015-06-29,11.173
2015-06-30,11.1779
2015-07-01,11.1813
2015-07-02,11.1859
2015-07-03,11.1919
2015-07-06,11.202
2015-07-07,11.2052
2015-07-08,11.2121
2015-07-09,11.2123
2015-07-10,11.2142
2015-07-13,11.2192
2015-07-14,11.2222
2015-07-15,11.2248
2015-07-16,11.2263
2015-07-17,11.2296
2015-07-20,11.2355
2015-07-21,11.239
2015-07-22,11.2427
2015-07-23,11.2448
2015-07-24,11.2474
2015-07-27,11.255
2015-07-28,11.2584
2015-07-29,11.2634
2015-07-30,11.2645
2015-07-31,11.2691
2015-08-03,11.277
2015-08-04,11.2758
2015-08-05,11.2771
2015-08-06,11.2816
2015-08-07,11.2818
2015-08-10,11.2909
2015-08-11,11.2937
2015-08-12,11.2986
2015-08-13,11.3042
2015-08-14,11.3083
2015-08-17,11.3133
2015-08-19,11.3186
2015-08-20,11.3209
2015-08-21,11.321
2015-08-24,11.3193
2015-08-25,11.322
2015-08-26,11.3253
2015-08-27,11.3293
2015-08-28,11.3326
2015-08-31,11.3403
2015-09-01,11.3444
2015-09-02,11.3455
2015-09-03,11.3401
2015-09-04,11.3381
2015-09-07,11.3427
2015-09-08,11.3449
2015-09-09,11.3504
2015-09-10,11.3446
2015-09-11,11.3476
2015-09-14,11.3543
2015-09-15,11.358
2015-09-16,11.3596
2015-09-18,11.368
2015-09-21,11.3764
2015-09-22,11.3805
2015-09-23,11.3817
2015-09-24,11.386
2015-09-28,11.3985
2015-09-29,11.4262
2015-09-30,11.4372
2015-10-01,11.437
2015-10-05,11.4522
2015-10-06,11.4566
2015-10-07,11.4615
2015-10-08,11.4666
2015-10-09,11.468
2015-10-12,11.4736
2015-10-13,11.4782
2015-10-14,11.4852
2015-10-15,11.487
2015-10-16,11.4911
2015-10-19,11.5005
2015-10-20,11.5041
2015-10-21,11.5062
2015-10-23,11.5117
2015-10-26,11.518
2015-10-27,11.5223
2015-10-28,11.5249
2015-10-29,11.5272
2015-10-30,11.5263
2015-11-02,11.5329
2015-11-03,11.535
2015-11-04,11.5367
2015-11-05,11.5369
2015-11-06,11.5392
2015-11-09,11.5434
2015-11-10,11.5445
2015-11-13,11.5534
2015-11-16,11.5621
2015-11-17,11.5643
2015-11-18,11.5664
2015-11-19,11.5688
2015-11-20,11.5697
2015-11-23,11.5769
2015-11-24,11.5787
2015-11-26,11.5829
2015-11-27,11.5828
2015-11-30,11.5884
2015-12-01,11.5917
2015-12-02,11.595
2015-12-03,11.5988
2015-12-04,11.6002
2015-12-07,11.6051
2015-12-08,11.6018
2015-12-09,11.6017
2015-12-10,11.6036
2015-12-11,11.6006
2015-12-14,11.601
2015-12-15,11.6013
2015-12-16,11.606
2015-12-17,11.6081
2015-12-18,11.6116
2015-12-21,11.6184
2015-12-22,11.6226
2015-12-23,11.622
2015-12-28,11.6339
2015-12-29,11.6357
2015-12-30,11.6424
2015-12-31,11.6467
2016-01-01,11.6531
