date,nav
2008-10-07,10.0011
2008-10-08,10.0053
2008-10-10,10.0098
2008-10-13,10.0182
2008-10-14,10.021
2008-10-15,10.0238
2008-10-16,10.0263
2008-10-17,10.0291
2008-10-20,10.0373
2008-10-21,10.04
2008-10-22,10.0428
2008-10-23,10.0456
2008-10-24,10.0483
2008-10-27,10.0561
2008-10-29,10.0616
2008-10-31,10.0682
2008-11-03,10.076
2008-11-04,10.0786
2008-11-05,10.0812
2008-11-06,10.0837
2008-11-07,10.0863
2008-11-10,10.0939
2008-11-11,10.0965
2008-11-12,10.0991
2008-11-14,10.1042
2008-11-17,10.1119
2008-11-18,10.1145
2008-11-19,10.1171
2008-11-20,10.1196
2008-11-21,10.1222
2008-11-24,10.1299
2008-11-25,10.1324
2008-11-26,10.135
2008-11-28,10.1403
2008-12-01,10.1479
2008-12-02,10.1504
2008-12-03,10.153
2008-12-04,10.1555
2008-12-05,10.1581
2008-12-08,10.1657
2008-12-10,10.1708
2008-12-11,10.1733
2008-12-12,10.1759
2008-12-15,10.1836
2008-12-16,10.1861
2008-12-17,10.1887
2008-12-18,10.1912
2008-12-19,10.1967
2008-12-22,10.2102
2008-12-23,10.2205
2008-12-24,10.2272
2008-12-26,10.2336
2008-12-29,10.2475
2008-12-30,10.2507
2008-12-31,10.2539
2009-01-01,10.2694
2009-01-02,10.2724
2009-01-05,10.2983
2009-01-06,10.3013
2009-01-07,10.3043
2009-01-09,10.3686
2009-01-12,10.3722
2009-01-13,10.3732
2009-01-14,10.3742
2009-01-15,10.3753
2009-01-16,10.3761
2009-01-19,10.3795
2009-01-20,10.3805
2009-01-21,10.3833
2009-01-22,10.3842
2009-01-23,10.3869
2009-01-27,10.3978
2009-01-28,10.4006
2009-01-29,10.4033
2009-01-30,10.406
2009-02-02,10.4142
2009-02-03,10.417
2009-02-04,10.4198
2009-02-05,10.4225
2009-02-06,10.4253
2009-02-09,10.4335
2009-02-10,10.4362
2009-02-11,10.439
2009-02-12,10.4417
2009-02-13,10.4445
2009-02-16,10.4527
2009-02-17,10.4555
2009-02-18,10.4583
2009-02-19,10.461
2009-02-24,10.4748
2009-02-25,10.4775
2009-02-26,10.4803
2009-02-27,10.483
2009-03-02,10.4912
2009-03-03,10.494
2009-03-04,10.4967
2009-03-05,10.4995
2009-03-06,10.5022
2009-03-09,10.5104
2009-03-12,10.5187
2009-03-13,10.5214
2009-03-16,10.5296
2009-03-17,10.5324
2009-03-18,10.5351
2009-03-19,10.5379
2009-03-20,10.5407
2009-03-23,10.549
2009-03-24,10.5517
2009-03-25,10.5545
2009-03-26,10.5572
2009-03-30,10.5684
2009-03-31,10.5712
2009-04-02,10.5766
2009-04-06,10.5875
2009-04-08,10.5929
2009-04-09,10.5963
2009-04-13,10.6104
2009-04-15,10.6168
2009-04-16,10.6198
2009-04-17,10.6227
2009-04-20,10.6315
2009-04-21,10.6344
2009-04-22,10.6373
2009-04-23,10.6402
2009-04-24,10.6432
2009-04-27,10.6519
2009-04-28,10.6549
2009-04-29,10.6578
2009-05-04,10.6725
2009-05-05,10.6754
2009-05-06,10.6783
2009-05-07,10.6813
2009-05-08,10.6842
2009-05-11,10.6929
2009-05-12,10.6958
2009-05-13,10.6987
2009-05-14,10.7016
2009-05-15,10.7045
2009-05-18,10.7133
2009-05-19,10.7162
2009-05-20,10.7191
2009-05-21,10.722
2009-05-22,10.725
2009-05-25,10.7337
2009-05-26,10.7366
2009-05-27,10.7395
2009-05-28,10.7424
2009-05-29,10.7454
2009-06-01,10.7541
2009-06-02,10.757
2009-06-03,10.7599
2009-06-04,10.7629
2009-06-05,10.7658
2009-06-08,10.7745
2009-06-09,10.7775
2009-06-10,10.7804
2009-06-11,10.7833
2009-06-12,10.7862
2009-06-15,10.795
2009-06-16,10.7979
2009-06-17,10.8008
2009-06-18,10.8038
2009-06-19,10.8067
2009-06-22,10.8154
2009-06-23,10.8184
2009-06-24,10.8213
2009-06-25,10.8242
2009-06-26,10.8271
2009-06-29,10.8359
2009-06-30,10.8388
2009-07-02,10.8447
2009-07-03,10.8476
2009-07-06,10.8564
2009-07-07,10.8593
2009-07-08,10.8623
2009-07-09,10.8648
2009-07-10,10.8674
2009-07-13,10.8752
2009-07-14,10.8779
2009-07-15,10.8806
2009-07-16,10.8833
2009-07-17,10.8859
2009-07-20,10.8939
2009-07-21,10.8965
2009-07-22,10.8994
2009-07-23,10.9023
2009-07-24,10.9052
2009-07-27,10.914
2009-07-28,10.9169
2009-07-29,10.9199
2009-07-30,10.9228
2009-07-31,10.9257
2009-08-03,10.9345
2009-08-04,10.9374
2009-08-05,10.9404
2009-08-06,10.9433
2009-08-07,10.9462
2009-08-10,10.955
2009-08-11,10.958
2009-08-12,10.9609
2009-08-13,10.9638
2009-08-14,10.9668
2009-08-17,10.9756
2009-08-18,10.9785
2009-08-20,10.9844
2009-08-21,10.9874
2009-08-24,10.9962
2009-08-25,10.9991
2009-08-26,11.002
2009-08-27,11.0049
2009-08-28,11.0078
2009-08-31,11.0142
2009-09-01,11.0149
2009-09-02,11.0155
2009-09-03,11.016
2009-09-04,11.0165
2009-09-07,11.0182
2009-09-08,11.0189
2009-09-09,11.0195
2009-09-10,11.0202
2009-09-11,11.0203
2009-09-14,11.0212
2009-09-15,11.0219
2009-09-16,11.0227
2009-09-17,11.0234
2009-09-18,11.0241
2009-09-22,11.0269
2009-09-23,11.0277
2009-09-24,11.0281
2009-09-25,11.0288
2009-09-29,11.033
2009-09-30,11.0349
2009-10-01,11.0366
2009-10-05,11.0435
2009-10-06,11.0453
2009-10-07,11.0472
2009-10-08,11.049
2009-10-09,11.0508
2009-10-12,11.0562
2009-10-14,11.0598
2009-10-15,11.0616
2009-10-16,11.0634
2009-10-20,11.0707
2009-10-21,11.0725
2009-10-22,11.0743
2009-10-23,11.0761
2009-10-26,11.0814
2009-10-27,11.0833
2009-10-28,11.0851
2009-10-29,11.087
2009-10-30,11.0888
2009-11-03,11.0961
2009-11-04,11.098
2009-11-05,11.0999
2009-11-06,11.1016
2009-11-09,11.107
2009-11-10,11.1089
2009-11-11,11.1108
2009-11-12,11.1127
2009-11-13,11.1146
