date,nav
2007-12-31,10.0191
2008-01-01,10.0326
2008-01-02,10.0382
2008-01-03,10.04
2008-01-04,10.0418
2008-01-07,10.0503
2008-01-08,10.0504
2008-01-09,10.0523
2008-01-10,10.0542
2008-01-11,10.0561
2008-01-14,10.0621
2008-01-15,10.0642
2008-01-16,10.0663
2008-01-17,10.0684
2008-01-18,10.0688
2008-01-21,10.0752
2008-01-22,10.0773
2008-01-23,10.08
2008-01-24,10.0828
2008-01-25,10.0838
2008-01-28,10.092
2008-01-29,10.0905
2008-01-30,10.0933
2008-01-31,10.096
2008-02-01,10.0985
2008-02-04,10.1062
2008-02-05,10.1088
2008-02-06,10.1114
2008-02-07,10.1224
2008-02-08,10.125
2008-02-11,10.1467
2008-02-12,10.1492
2008-02-13,10.1467
2008-02-14,10.1392
2008-02-15,10.1409
2008-02-18,10.1382
2008-02-19,10.1322
2008-02-20,10.122
2008-02-21,10.1261
2008-02-22,10.1293
2008-02-25,10.1323
2008-02-26,10.1355
2008-02-27,10.1379
2008-02-28,10.1403
2008-02-29,10.1447
2008-03-03,10.1514
2008-03-04,10.1536
2008-03-05,10.1557
2008-03-07,10.1553
2008-03-10,10.1584
2008-03-11,10.1497
2008-03-12,10.1442
2008-03-13,10.142
2008-03-14,10.1445
2008-03-17,10.1521
2008-03-18,10.1546
2008-03-19,10.1571
2008-03-24,10.1697
2008-03-25,10.1722
2008-03-26,10.1841
2008-03-27,10.2054
2008-03-28,10.2078
2008-03-31,10.2202
2008-04-01,10.2227
2008-04-02,10.2304
2008-04-03,10.2375
2008-04-04,10.2395
2008-04-07,10.2472
2008-04-08,10.2501
2008-04-09,10.2526
2008-04-10,10.2678
2008-04-11,10.2702
2008-04-15,10.2785
2008-04-16,10.2778
2008-04-17,10.2803
2008-04-21,10.2806
2008-04-22,10.2863
2008-04-23,10.2888
2008-04-24,10.2914
2008-04-25,10.2939
2008-04-28,10.3014
2008-04-29,10.3157
2008-04-30,10.3229
2008-05-02,10.3313
2008-05-05,10.3393
2008-05-06,10.3419
2008-05-07,10.3418
2008-05-08,10.3418
2008-05-09,10.3443
2008-05-12,10.352
2008-05-13,10.3545
2008-05-14,10.3531
2008-05-15,10.3545
2008-05-16,10.3558
2008-05-20,10.3651
2008-05-21,10.3655
2008-05-22,10.3594
2008-05-23,10.362
2008-05-26,10.3696
2008-05-27,10.3721
2008-05-28,10.3745
2008-05-29,10.3771
2008-05-30,10.3782
2008-06-02,10.3858
2008-06-03,10.3869
2008-06-04,10.3881
2008-06-05,10.3893
2008-06-06,10.3905
2008-06-09,10.3904
2008-06-10,10.3929
2008-06-11,10.3954
2008-06-12,10.4121
2008-06-13,10.408
2008-06-16,10.4155
2008-06-17,10.418
2008-06-18,10.4205
2008-06-19,10.4169
2008-06-20,10.4025
2008-06-23,10.4193
2008-06-24,10.4218
2008-06-25,10.3982
2008-06-26,10.4075
2008-06-27,10.4177
2008-06-30,10.4253
2008-07-01,10.4279
2008-07-02,10.4208
2008-07-03,10.4254
2008-07-04,10.428
2008-07-07,10.4356
2008-07-08,10.4382
2008-07-09,10.4362
2008-07-10,10.4387
2008-07-11,10.4413
2008-07-14,10.4483
2008-07-15,10.4501
2008-07-16,10.445
2008-07-17,10.43
2008-07-18,10.4324
2008-07-21,10.4393
2008-07-22,10.4419
2008-07-23,10.4408
2008-07-24,10.457
2008-07-25,10.4596
2008-07-28,10.4674
2008-07-29,10.4588
2008-07-30,10.454
2008-07-31,10.4566
2008-08-01,10.4568
2008-08-04,10.4645
2008-08-05,10.4716
2008-08-06,10.4743
2008-08-07,10.4769
2008-08-08,10.4796
2008-08-11,10.4915
2008-08-12,10.4933
2008-08-13,10.4934
2008-08-14,10.4952
2008-08-18,10.5056
2008-08-20,10.5071
2008-08-21,10.5081
2008-08-22,10.5087
2008-08-25,10.5154
2008-08-26,10.5179
2008-08-27,10.5205
2008-08-28,10.523
2008-08-29,10.5256
2008-09-01,10.5211
2008-09-02,10.5249
2008-09-04,10.5301
2008-09-05,10.5337
2008-09-08,10.5415
2008-09-09,10.5441
2008-09-10,10.5468
2008-09-11,10.5494
2008-09-12,10.5519
2008-09-15,10.555
2008-09-16,10.5562
2008-09-17,10.5588
2008-09-18,10.5587
2008-09-19,10.5507
2008-09-22,10.5585
2008-09-23,10.561
2008-09-24,10.5636
2008-09-25,10.5662
2008-09-26,10.5688
2008-09-29,10.5745
2008-09-30,10.5772
2008-10-01,10.5782
2008-10-03,10.5834
2008-10-06,10.5885
2008-10-07,10.5851
2008-10-08,10.5718
2008-10-10,10.5116
2008-10-13,10.5046
2008-10-14,10.5028
2008-10-15,10.5017
2008-10-16,10.5112
2008-10-17,10.5137
2008-10-20,10.5208
2008-10-22,10.5251
2008-10-23,10.5291
2008-10-24,10.5316
2008-10-27,10.5377
2008-10-29,10.5424
2008-10-31,10.5421
2008-11-03,10.5517
2008-11-04,10.5707
2008-11-05,10.5856
2008-11-06,10.5902
2008-11-07,10.5926
2008-11-10,10.5995
2008-11-11,10.6018
2008-11-12,10.6041
2008-11-14,10.6108
2008-11-17,10.6211
2008-11-18,10.6267
2008-11-19,10.6297
2008-11-20,10.6326
2008-11-21,10.638
2008-11-24,10.6464
2008-11-25,10.6494
2008-11-26,10.6543
2008-11-28,10.6602
2008-12-01,10.672
2008-12-02,10.6749
2008-12-03,10.7165
2008-12-04,10.721
2008-12-05,10.718
2008-12-08,10.7298
2008-12-10,10.7426
2008-12-11,10.7507
2008-12-12,10.7557
2008-12-15,10.7443
2008-12-16,10.7475
2008-12-17,10.7453
2008-12-18,10.7501
2008-12-19,10.7523
2008-12-22,10.7627
2008-12-23,10.7464
2008-12-24,10.7499
2008-12-26,10.7568
2008-12-29,10.7757
2008-12-30,10.78
2008-12-31,10.7843
2009-01-01,10.7877
2009-01-02,10.7858
2009-01-05,10.8002
2009-01-06,10.8037
2009-01-07,10.8059
2009-01-09,10.8129
2009-01-12,10.8232
2009-01-13,10.8271
2009-01-14,10.8313
2009-01-15,10.8352
2009-01-16,10.8386
2009-01-19,10.849
2009-01-20,10.8525
2009-01-21,10.8559
2009-01-22,10.8594
2009-01-23,10.8628
2009-01-27,10.8767
2009-01-28,10.8801
2009-01-29,10.8836
2009-01-30,10.887
2009-02-02,10.8974
2009-02-03,10.9009
2009-02-04,10.9044
2009-02-05,10.9078
2009-02-06,10.9124
2009-02-09,10.9229
2009-02-10,10.9264
2009-02-11,10.9299
2009-02-12,10.9337
2009-02-13,10.9376
2009-02-16,10.948
2009-02-17,10.9515
2009-02-18,10.9558
2009-02-19,10.9593
2009-02-24,10.9772
2009-02-25,10.9807
2009-02-26,10.9842
2009-02-27,11.0062
2009-03-02,11.0162
2009-03-03,11.0198
2009-03-04,11.0229
2009-03-05,11.0269
2009-03-06,11.0302
2009-03-09,11.0396
2009-03-12,11.0483
2009-03-13,11.0512
2009-03-16,11.0612
2009-03-17,11.0639
2009-03-18,11.1112
2009-03-19,11.1141
2009-03-20,11.1176
2009-03-23,11.1253
2009-03-24,11.1272
2009-03-25,11.1297
2009-03-26,11.1323
2009-03-30,11.1433
2009-03-31,11.1468
2009-04-02,11.1526
2009-04-06,11.1625
2009-04-08,11.1671
2009-04-09,11.1702
2009-04-13,11.1792
2009-04-15,11.1841
