date,nav
2014-10-31,10.1392
2014-11-03,10.6229
2014-11-05,10.633
2014-11-07,10.618
2014-11-10,10.609
2014-11-11,10.6156
2014-11-12,10.6289
2014-11-13,10.5797
2014-11-14,10.6016
2014-11-17,10.6317
2014-11-18,10.6189
2014-11-19,10.5699
2014-11-20,10.5739
2014-11-21,10.6597
2014-11-24,10.718
2014-11-25,10.6509
2014-11-26,10.6592
2014-11-27,10.6656
2014-11-28,10.4081
2014-12-01,10.749
2014-12-02,10.72
2014-12-03,10.734
2014-12-04,10.7415
2014-12-05,10.7006
2014-12-08,10.6243
2014-12-09,10.5435
2014-12-10,10.5391
2014-12-11,10.4783
2014-12-12,10.4142
2014-12-15,10.4067
2014-12-16,10.3127
2014-12-17,10.2734
2014-12-18,10.436
2014-12-19,10.4856
2014-12-22,10.5992
2014-12-23,10.5382
2014-12-24,10.457
2014-12-26,10.4668
2014-12-29,10.5036
2014-12-30,10.492
2014-12-31,10.1469
2015-01-01,10.5113
2015-01-02,10.6341
2015-01-05,10.6014
2015-01-06,10.5531
2015-01-07,10.5142
2015-01-08,10.6651
2015-01-09,10.6951
2015-01-12,10.7178
2015-01-13,10.6791
2015-01-14,10.6442
2015-01-15,10.9473
2015-01-16,10.948
2015-01-19,10.9569
2015-01-20,11.1155
2015-01-21,11.1299
2015-01-22,11.1334
2015-01-23,11.2072
2015-01-27,11.2741
2015-01-28,11.2529
2015-01-29,11.2747
2015-01-30,10.6817
2015-02-02,11.1391
2015-02-03,11.0687
2015-02-04,11.0246
2015-02-05,10.9809
2015-02-06,10.9162
2015-02-09,10.8168
2015-02-10,10.8487
2015-02-11,10.9052
2015-02-12,10.9843
2015-02-13,11.0858
2015-02-16,11.0812
2015-02-18,11.1263
2015-02-20,11.0771
2015-02-23,11.0086
2015-02-24,11.0041
2015-02-25,11.003
2015-02-26,10.9221
2015-02-27,11.1241
2015-03-02,11.2162
2015-03-03,11.2277
2015-03-04,11.1587
2015-03-05,11.1512
2015-03-09,11.0377
2015-03-10,10.9775
2015-03-11,10.9561
2015-03-12,11.03
2015-03-13,10.9301
2015-03-16,10.8971
2015-03-17,10.9903
2015-03-18,10.9373
2015-03-19,10.8842
2015-03-20,10.8171
2015-03-23,10.7823
2015-03-24,10.7696
2015-03-25,10.7463
2015-03-26,10.6591
2015-03-27,10.6465
2015-03-30,10.827
2015-03-31,10.8114
2015-04-06,10.9281
2015-04-07,10.9278
