Category,Fund Name,Scheme Code,Latest NAV (Rs),NAV Date,History Days,30D Return (%),1Y Return (%),3Y Return (%),5Y Return (%),Sharpe Ratio,Sortino Ratio,Volatility (%),Max Drawdown (%),SIP 1Y (%),SIP 3Y (%)
Large Cap,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,119528,561.31,01-May-2026,1,,,,,,,,0.0,,
Large Cap,Axis Large Cap Fund - Direct Plan - Growth,120465,66.58,01-May-2026,1,,,,,,,,0.0,,
Large Cap,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,152783,10.08,01-May-2026,1,,,,,,,,0.0,,
Large Cap,BANDHAN Large Cap Fund-Direct Plan-Growth,118479,87.49,01-May-2026,1,,,,,,,,0.0,,
Large Cap,BANK OF INDIA Large Cap Fund Direct Plan Growth,148980,17.37,01-May-2026,1,,,,,,,,0.0,,
Large Cap,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,150187,253.94,01-May-2026,1,,,,,,,,0.0,,
Large Cap,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,118269,70.05,01-May-2026,1,,,,,,,,0.0,,
Large Cap,DSP Large Cap Fund - Direct Plan - Growth,119250,497.48,01-May-2026,1,,,,,,,,0.0,,
Large Cap,Edelweiss Large Cap Fund - Direct Plan-Growth option,118617,94.31,01-May-2026,1,,,,,,,,0.0,,
Large Cap,Franklin India Large Cap Fund- Direct - Growth,118531,1094.28,01-May-2026,1,,,,,,,,0.0,,
Large Cap,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,119133,50.66,01-May-2026,1,,,,,,,,0.0,,
Large Cap,HDFC Large Cap Fund - Growth Option - Direct Plan,119018,1186.28,01-May-2026,1,,,,,,,,0.0,,
Large Cap,HSBC Large Cap Fund - Direct Growth,120030,515.08,01-May-2026,1,,,,,,,,0.0,,
Large Cap,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,120586,117.64,01-May-2026,1,,,,,,,,0.0,,
Large Cap,ITI Large Cap Fund - Direct Plan - Growth Option,148353,18.77,01-May-2026,1,,,,,,,,0.0,,
Large Cap,JioBlackRock Large Cap Fund - Direct Plan - Growth Option,154307,9.91,01-May-2026,1,,,,,,,,0.0,,
Large Cap,JM Large Cap Fund (Direct) - Growth Option,120490,171.59,01-May-2026,1,,,,,,,,0.0,,
Large Cap,Kotak Large Cap  Fund - Growth - Direct,120152,642.3,01-May-2026,1,,,,,,,,0.0,,
Large Cap,LIC MF Large Cap Fund-Direct Plan-Growth,120267,59.76,01-May-2026,1,,,,,,,,0.0,,
Large Cap,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,146549,24.87,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,119620,890.14,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Axis Midcap Fund - Direct Plan - Growth,120505,134.02,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN,150404,18.48,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Bank of India Mid Cap Fund - Direct Plan Growth,153728,10.07,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,150212,128.28,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option,150817,18.0,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,DSP Midcap Fund - Direct Plan - Growth,119071,165.24,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,140228,121.41,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Franklin India Mid Cap Fund - Direct - Growth,118533,3005.1,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,HDFC Mid Cap Fund - Growth Option - Direct Plan,118989,217.72,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Helios Mid Cap Fund - Direct Plan - Growth Option,153326,12.62,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,HSBC Midcap Fund - Direct Growth,151036,484.62,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,ICICI Prudential MidCap Fund - Direct Plan -  Growth,120381,371.42,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Invesco India Midcap Fund - Direct Plan - Growth Option,120403,217.06,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,ITI Mid Cap Fund - Direct Plan - Growth Option,148733,24.06,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,JM Midcap Fund (Direct) - Growth,150815,20.14,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Kotak Midcap Fund - Direct Plan - Growth,119775,160.52,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,LIC MF Mid Cap Fund-Direct Plan-Growth,152002,32.32,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,142110,39.66,01-May-2026,1,,,,,,,,0.0,,
Mid Cap,Mirae Asset Midcap Fund- Direct Growth Option,147445,40.49,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Abakkus Small Cap Fund - Direct Plan - Growth,154215,11.02,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,119556,101.68,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Axis Small Cap Fund - Direct Plan - Growth,125354,122.8,01-May-2026,1,,,,,,,,0.0,,
Small Cap,BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH,153612,10.07,01-May-2026,1,,,,,,,,0.0,,
Small Cap,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,147946,52.16,01-May-2026,1,,,,,,,,0.0,,
Small Cap,BANK OF INDIA Small Cap Fund Direct Plan Growth,145678,54.92,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,152128,13.5,01-May-2026,1,,,,,,,,0.0,,
Small Cap,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,146130,42.5,01-May-2026,1,,,,,,,,0.0,,
Small Cap,DSP Small Cap Fund - Direct Plan - Growth,119212,224.0,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Edelweiss Small Cap Fund - Direct Plan - Growth,146196,48.74,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Franklin India Small Cap Fund - Direct - Growth,118525,194.18,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Groww Small Cap Fund-Direct-Growth,154063,10.96,01-May-2026,1,,,,,,,,0.0,,
Small Cap,HDFC Small Cap Fund - Growth Option - Direct Plan,130503,150.67,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Helios Small Cap Fund - Direct Plan - Growth Option,153912,9.85,01-May-2026,1,,,,,,,,0.0,,
Small Cap,HSBC Small Cap Fund - Direct Growth,151130,89.52,01-May-2026,1,,,,,,,,0.0,,
Small Cap,ICICI Prudential Smallcap Fund - Direct Plan - Growth,120591,95.89,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Invesco India Smallcap Fund - Direct Plan - Growth,145137,46.86,01-May-2026,1,,,,,,,,0.0,,
Small Cap,ITI Small Cap Fund - Direct Plan - Growth Option,147919,32.66,01-May-2026,1,,,,,,,,0.0,,
Small Cap,JM Small Cap Fund (Direct) - Growth Option,152614,10.07,01-May-2026,1,,,,,,,,0.0,,
Small Cap,Kotak-Small Cap Fund - Growth - Direct,120164,294.73,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,360 ONE FLEXICAP FUND-DIRECT PLAN- GROWTH,151796,15.28,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Abakkus Flexi Cap Fund - Direct - Growth,154043,10.25,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,120564,2051.1,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Axis Flexi Cap Fund - Direct Plan - Growth,141925,28.68,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,151895,15.23,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,BANDHAN Flexi Cap Fund-Direct Plan-Growth,118424,224.57,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,148404,39.62,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,150387,16.03,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,118275,372.95,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,CAPITALMIND FLEXI CAP FUND DIRECT GROWTH,153738,10.04,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,DSP Flexi Cap Fund - Direct Plan - Growth,119076,110.61,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,140353,44.25,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Franklin India Flexi Cap Fund - Direct - Growth,118535,1749.46,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,HDFC Flexi Cap Fund - Growth Option - Direct Plan,118955,2137.0,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Helios Flexi Cap Fund - Direct Plan - Growth Option,152135,15.02,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,HSBC Flexi Cap Fund - Direct Growth,120046,246.06,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,ICICI Prudential Flexicap Fund - Direct Plan - Growth,148990,19.88,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,Invesco India Flexi Cap Fund - Direct Plan - Growth,149763,18.88,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,ITI Flexi Cap Fund- Direct Plan- Growth,151379,19.0,01-May-2026,1,,,,,,,,0.0,,
Flexi Cap,JioBlackRock Flexi Cap Fund - Direct Plan - Growth Option,153859,9.7,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Growth Option,149533,171.0,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Axis Multicap Fund - Direct Growth,149383,18.69,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,BAJAJ FINSERV MULTI CAP FUND - DIRECT - GROWTH,153309,11.47,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,149303,17.97,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Bank of India Multi Cap Fund Direct Plan - Growth,151443,19.34,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,119354,318.94,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,151824,14.73,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,DSP Multicap Fund - Direct - Growth,152310,12.0,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Edelweiss Multi Cap Fund - Direct Plan - Growth,152094,15.55,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Franklin India Multi Cap Fund - Direct - Growth,152739,10.37,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Groww Multicap Fund - Direct - Growth,153034,11.16,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,HDFC Multi Cap Fund - Growth Option - Direct Plan,149368,19.14,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,HSBC Multi Cap Fund - Direct - Growth,151290,19.69,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,ICICI Prudential Multicap Fund - Direct Plan -  Growth,120599,916.28,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Invesco India Multicap Fund - Direct Plan - Growth Option,120413,144.36,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,ITI Multi Cap Fund - Direct Plan - Growth Option,147183,27.5,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Kotak Multicap Fund-Direct Plan-Growth,149185,20.93,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,LIC MF Multi Cap Fund-Direct Plan-Growth,150659,17.7,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,141226,42.28,01-May-2026,1,,,,,,,,0.0,,
Multi Cap,Mirae Asset Multicap Fund - Direct Plan - Growth,151810,14.64,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,119436,1004.78,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Axis Large & Mid Cap Fund - Direct Plan - Growth,145110,36.38,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,152408,12.21,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,118419,161.58,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,119350,104.18,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,148474,28.53,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,118278,281.16,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,DSP Large & Mid Cap Fund - Direct Plan - Growth,119218,680.78,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,140175,103.26,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Franklin India Large & Mid Cap Fund - Direct - Growth,118510,201.3,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,130498,350.51,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,152941,10.97,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,HSBC Large & Mid Cap Fund - Direct Growth,146772,30.63,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,120596,1126.58,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,120357,117.39,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,ITI Large & Midcap Fund - Direct Plan - Growth,152821,9.64,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,JM Large & Mid Cap Fund (Direct) - Growth Option,153629,10.05,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Kotak Large & Midcap Fund - Direct- Growth,120158,395.08,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,133710,42.92,01-May-2026,1,,,,,,,,0.0,,
Large & Mid Cap,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,147840,29.16,01-May-2026,1,,,,,,,,0.0,,
ELSS / Tax Saving,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,119544,67.19,01-May-2026,1,,,,,,,,0.0,,
