scheme_code,scheme_name,category,status
127502,Axis Yearly Interval Fund - Series 1 - Regular Plan - Growth,Other,skip
127509,DWS FIXED MATURITY PLAN - SERIES 51 - REGULAR PLAN -GROWTH,Other,skip
127515,SBI DEBT FUND SERIES A - 5 REGULAR PLAN - GROWTH,Other,skip
127521,IDBI FMP - Series IV - 90 Days (February 2014) - D Growth Regular,Other,skip
127525,Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Growth Option,Other,ok
127529,DWS FIXED MATURITY PLAN - SERIES 52 - REGULAR PLAN -GROWTH,Other,ok
127534,Aditya Birla Sun Life Capital Protection Oriented Fund - Series 19 - Regular Plan-Growth,Other,ok
127537,Reliance Fixed Horizon Fund - XXV - Series 26 - Growth Option,Other,ok
127540,Reliance Fixed Horizon Fund - XXV - Series 27 - Growth Option,Other,ok
127546,Reliance Fixed Horizon Fund - XXV - Series 28 - Growth Option,Other,ok
127553,HDFC FMP 369D February 2014 (2) - Regular Option-Flexi Option,Other,ok
127554,HDFC FMP 369D February 2014 (2) - Regular Option-Growth Option,Other,ok
127560,HDFC FMP 793D February 2014 (1) - Regular Option-Growth Option,Other,ok
127563,HDFC FMP 793D February 2014 (1) - Regular Option-Flexi Option,Other,ok
127567,IDBI FMP - Series IV - 366 Days (February 2014) - E Growth Regular,Other,skip
127568,Axis Fixed Term Plan - Series 57 (397 Days) - Regular Plan - Growth,Other,skip
127574,IDBI FMP - Series IV - 542 Days (February 2014) - F Growth Regular,Other,ok
127578,Reliance Fixed Horizon Fund - XXV - Series 29 - Growth Option,Other,skip
127592,Aditya Birla Sun Life Fixed Term Plan - Series KF (1140 days) - Regular Plan-Growth,Other,ok
127594,Aditya Birla Sun Life Fixed Term Plan - Series KG (1136 days) - Regular Plan-Growth,Other,ok
127604,Aditya Birla Sun Life Fixed Term Plan - Series KH (1505 days) - Regular Plan-Growth,Other,ok
127610,DSP BlackRock FMP - Series 149 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Growth,Other,ok
127611,JPMorgan India Fixed Maturity Plan - Series 32 - Regular Plan - Growth Option,Other,skip
127615,IIFCL MUTUAL FUND INFRASTRUCTURE DEBT FUND SERIES I,Sectoral - Infra,skip
127617,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan A - Cumulative,Other,skip
127621,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B12-REGULAR PLAN-GROWTH,Other,skip
127626,Baroda Pioneer Fixed Maturity Plan Series K- Plan A- Growth,Other,skip
127630,UTI FTIF Series XVII -XIV (423 DAYS)- Growth Option,Other,ok
127640,UTI FTIF Series XVII -XV (1825 DAYS)-Growth Option,Other,ok
127646,UTI FTIF Series XVII -XV (1825 DAYS)-Maturity Div Option,Other,ok
127648,UTI FTIF Series XVII -XV (1825 DAYS)-Flexi Div Option,Other,ok
127650,Kotak FMP Series 142 (420 Days) - Growth,Other,ok
127665,DSP BlackRock FMP - Series 150 - 13M - (Maturity Date 11 April 2017) - Regular Plan - Growth,Other,ok
127671,Sundaram Select Micro Cap Series IV - Regular Plan - Growth Option,Other,ok
127672,IDFC FTP S-76(366 Days)_Regular Plan_Growth,Other,skip
127684,IDFC FTP S-77(1170 Days)_Regular Plan_Growth,Other,ok
127690,Sundaram Fixed Term Plan FA Regular Plan Growth,Other,ok
127695,Sundaram Fixed Term Plan FB Regular Plan Growth,Other,skip
127708,Sundaram Fixed Term Plan FD Regular Plan Growth,Other,ok
127714,ICICI Prudential Fixed Maturity Plan-Series 73-366 Days Plan B - Cumulative,Other,skip
127717,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan D - Cumulative,Other,skip
127720,ICICI Prudential Fixed Maturity Plan-Series 73-407 Days Plan C - Cumulative,Other,skip
127726,ICICI Prudential Fixed Maturity Plan-Series 73-1140 Days Plan E - Cumulative,Other,ok
127728,HSBC Fixed Term Series 106 - Growth Option,Other,ok
127732,Reliance Fixed Horizon Fund - XXV - Series 30 - Growth Option,Other,ok
127740,Sundaram Fixed Term Plan FF Regular Plan Growth,Other,skip
127757,HDFC FMP 371D February 2014 (2) - Regular Option-Flexi Option,Other,skip
127758,HDFC FMP 371D February 2014 (2) - Regular Option-Growth Option,Other,ok
127764,HDFC FMP 434D February 2014 (1)-Regular Option-Flexi Option,Other,skip
127767,HDFC FMP 434D February 2014 (1)-Regular Option-Growth Option,Other,ok
127779,IDFC FTP S-81(729 Days)_Regular Plan_Growth,Other,skip
127782,IDFC FTP S-81(729 Days)_Regular Plan_Periodic Dividened,Other,skip
127796,Axis Fixed Term Plan - Series 59 (391 Days) - Regular Plan - Growth,Other,skip
127799,IDFC FTP S -82(91 Days)_Regular Plan_Growth,Other,skip
127803,Baroda Pioneer Fixed Maturity Plan Series L- Plan A- Growth,Other,skip
127806,Kotak FMP Series 143 (370 Days) - Growth,Other,ok
127813,SBI DEBT FUND SERIES - 366 DAYS - 53 - REGULAR PLAN - GROWTH,Other,skip
127815,UTI FTIF Series XVII -XVI (367 DAYS)- Growth Option,Other,ok
127817,UTI FTIF Series XVII -XVI (367 DAYS)-Flexi Div Option,Other,ok
127823,UTI FTIF Series XVII -XVI (367 DAYS)-Maturity Div Option,Other,skip
127830,Aditya Birla Sun Life Fixed Term Plan - Series KI (1133 days) - Regular Plan-Growth,Other,ok
127835,Aditya Birla Sun Life Fixed Term Plan - Series KJ (1499 days) - Regular Plan-Growth,Other,ok
127839,JPMorgan India Fixed Maturity Plan - Series 33 - Regular Plan - Growth Option,Other,ok
127843,Reliance Fixed Horizon Fund - XXV - Series 31 - Growth Option,Other,ok
127845,L&T FMP Series X - Plan L (367 days) - Regular Plan - Growth Option,Other,skip
127849,BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH,Balanced Advantage,ok
127858,DSP BlackRock FMP - Series 151 - 12M (Maturity Date 19-Jun-2017) - Regular Plan - Growth,Other,ok
127861,L&T FMP Series X - Plan M (1520 days) - Regular Plan - Growth,Other,ok
127864,IDFC FTP S-78(1096 Days)_Regular Plan_Growth,Other,ok
127871,Tata FMP Series 46 Scheme Q - Plan A -Growth Option,Other,ok
127877,L&T FMP Series X - Plan N (367 days) - Regular Plan - Growth Option,Other,skip
127882,DWS FIXED MATURITY PLAN - SERIES 53 - REGULAR PLAN -GROWTH,Other,ok
127886,Axis Fixed Term Plan - Series 56 (370 Days) - Regular Plan - Growth,Other,skip
127892,Axis Fixed Term Plan - Series 60 (389 Days) - Regular Plan - Growth,Other,skip
127900,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - GROWTH,Equity Savings,ok
127909,IDBI FMP - Series IV - 387 Days (March 2014) - G Growth Regular,Other,skip
127910,Reliance Fixed Horizon Fund - XXVI - Series 1 - Growth Option,Other,ok
127917,Union KBC Fixed Maturity Plan - Series 10 - Regular Plan - Growth Option,Other,skip
127921,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Growth,Other,ok
127928,HDFC FMP 370D March 2014 (1)-Regular Option-Growth Option,Other,ok
127929,HDFC FMP 370D March 2014 (1)-Regular Option-Flexi Option,Other,skip
127931,HDFC FMP 435D March 2014 (1)-Regular Option-Growth Option,Other,ok
127934,HDFC FMP 435D March 2014 (1)-Regular Option-Flexi Option,Other,ok
127938,IDFC FTP S-79(1170 Days)_Regular Plan_Growth,Other,ok
127950,IDFC FTP S-83(729 Days)_Regular Plan_Growth,Other,ok
127957,Religare Invesco Fixed Maturity Plan - Series 22 - Plan O (370 Days) - Regular Plan - Growth Option,Other,skip
127959,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B13-REGULAR PLAN-GROWTH,Other,ok
127963,Invesco India Fixed Maturity Plan - Series 23 - Plan A (13 Months) - Regular Plan - Growth Option,Other,ok
127969,DHFL Pramerica Income Fund - Regular Plan - Growth Option,Other,ok
127973,L&T FMP Series X - Plan O (1139 days) - Regular Plan - Growth Option,Other,ok
127980,DWS FIXED MATURITY PLAN - SERIES 54 - REGULAR PLAN -GROWTH,Other,ok
127987,DSP BlackRock FMP - Series 152 - 12.5M (Maturity Date 11 April 2017) - Regular Plan - Growth,Other,ok
127993,Aditya Birla Sun Life Fixed Term Plan - Series KK (1129 days) - Regular Plan-Growth,Other,ok
127999,Birla Sun Life Fixed Term Plan - Series KL (30 days) - Regular Plan-Growth,Other,skip
128005,Aditya Birla Sun Life Fixed Term Plan - Series KM (1099 days) - Regular Plan-Growth,Other,ok
128009,Kotak Medium Term Fund - Growth,Medium Duration,ok
128014,IDFC FTP S-84(1175 Days)_Regular Plan_Growth,Other,ok
128020,IDBI FMP - Series IV - 91 Days (March 2014) - H Growth Regular,Other,skip
128026,DWS FIXED MATURITY PLAN - SERIES 56 - REGULAR PLAN -GROWTH,Other,ok
128038,ICICI Prudential Fixed Maturity Plan-Series 73-391 Days Plan G - Cumulative,Other,skip
128044,ICICI Prudential Fixed Maturity Plan-Series 73-392 Days Plan F - Cumulative,Other,skip
128053,HDFC Credit Risk Debt Fund - Growth Option,Credit Risk,ok
128057,Baroda Pioneer Fixed Maturity Plan Series M- Plan A- Growth,Other,ok
128058,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan H - Cumulative,Other,skip
128062,Kotak FMP Series 144 (371 Days) - Growth,Other,skip
128068,BNP Paribas Fixed Term Fund - Series 29 B - Growth option,Other,skip
128075,ICICI Prudential Fixed Maturity Plan-Series 73-390 Days Plan I - Cumulative,Other,skip
128078,Kotak Medium Term Fund - Standard Income Distribution cum capital withdrawal option,Medium Duration,ok
128081,Reliance Fixed Horizon Fund - XXVI - Series 2 - Growth Option,Other,ok
128088,DWS FIXED MATURITY PLAN - SERIES 55 - REGULAR PLAN -GROWTH,Other,skip
128098,DWS FIXED MATURITY PLAN - SERIES 58 - REGULAR PLAN -GROWTH,Other,ok
128109,DSP BlackRock FMP - Series 153 - 12M (Maturity Date 27-Jun-2017) - Regular Plan - Growth,Other,ok
128113,ICICI Prudential Fixed Maturity Plan-Series 73-830 Days Plan J - Cumulative,Other,skip
128126,LIC NOMURA MF FIXED MATURITY PLAN SERIES 77-REGULAR PLAN-GROWTH,Other,skip
128127,UTI FTIF Series XVII -XVII (395 DAYS)-Growth Option,Other,ok
128130,UTI FTIF Series XVII -XVII (395 DAYS)-Maturity Div Option,Other,ok
128131,UTI FTIF Series XVII -XVII (395 DAYS)-Flexi Div Option,Other,skip
128137,UTI FTIF Series XVII -XVIII (796 DAYS)-Growth Option,Other,ok
128147,Axis Fixed Term Plan - Series 61 (1122 Days) - Regular Plan - Growth,Other,ok
128157,SBI DEBT FUND SERIES A - 6 REGULAR PLAN - GROWTH,Other,skip
128164,SBI DEBT FUND SERIES A - 7 REGULAR PLAN - GROWTH,Other,skip
128168,SBI DEBT FUND SERIES - 366 DAYS - 54 - REGULAR PLAN - GROWTH,Other,skip
128174,Aditya Birla Sun Life Fixed Term Plan - Series KN (1121 days) - Regular Plan-Growth,Other,ok
128175,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Growth Option,Other,ok
128180,Reliance Fixed Horizon Fund - XXV - Series 32 - Growth Option,Other,ok
128183,Reliance Fixed Horizon Fund - XXV - Series 33 - Growth Option,Other,ok
128187,Aditya Birla Sun Life Fixed Term Plan - Series KP (1504 days) - Regular Plan-Growth,Other,ok
128195,SBI DEBT FUND SERIES - 90 DAYS - 84 - REGULAR PLAN - GROWTH,Other,skip
128198,Reliance Fixed Horizon Fund - XXV - Series 34 - Growth Option,Other,ok
128203,ICICI Prudential Fixed Maturity Plan-Series 73-383 Days Plan K - Cumulative,Other,skip
128207,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B - Cumulative,Other,skip
128210,ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Cumulative,Other,skip
128213,IDFC FTP S-85(728 Days)_Regular Plan_Growth,Other,ok
128221,IDFC FTP S-86(1175 Days)_Regular Plan_Growth,Other,ok
128232,SBI DEBT FUND SERIES - 90 DAYS - 85 - REGULAR PLAN - GROWTH,Other,skip
128235,IDBI FLEXI CAP FUND Growth Regular,Flexi Cap,ok
128237,HDFC FMP 369D March 2014 (1)-Regular Option-Growth Option,Other,ok
128239,HDFC FMP 369D March 2014 (1)-Regular Option-Flexi Option,Other,skip
128245,HSBC Fixed Term Series 107 - Growth Option,Other,ok
128254,Religare Invesco Fixed Maturity Plan - Series 23 - Plan B (367 Days) - Regular Plan - Growth Option,Other,skip
128257,JPMorgan India Fixed Maturity Plan - Series 35 - RegularPlan - Growth Option,Other,ok
128265,Kotak FMP Series 145 (390 Days) - Growth,Other,ok
128274,HDFC FMP 400D March 2014 (1)-Regular Option-Flexi Option,Other,ok
128275,HDFC FMP 400D March 2014 (1)-Regular Option-Growth Option,Other,ok
128277,UTI FTIF Series XVII -XIX (398 DAYS) - Growth Option,Other,ok
128282,UTI FTIF Series XVII -XIX (398 DAYS)-Maturity Div Option,Other,ok
128287,UTI FTIF Series XVII -XX (369 DAYS)-Growth Option,Other,ok
128302,Tata FMP Series 46 Scheme R - Plan A -Growth Option,Other,ok
128304,Aditya Birla Sun Life Fixed Term Plan - Series KO (1498 days) - Regular Plan-Growth,Other,ok
128309,Tata FMP Series 46 Scheme S - Plan A -Growth Option,Other,ok
128315,SBI DEBT FUND SERIES A - 8 REGULAR PLAN - GROWTH,Other,skip
128319,Reliance Fixed Horizon Fund - XXV - Series 35- Growth Option,Other,ok
128323,SBI DEBT FUND SERIES A - 9 REGULAR PLAN - GROWTH,Other,skip
128328,SBI DEBT FUND SERIES A - 10 REGULAR PLAN - GROWTH,Other,skip
128331,Nippon India ETF Nifty India Consumption,Sectoral - Consumption,ok
128345,DSP BlackRock FMP - Series 154 - 12.5M (Maturity Date 11 April 2017) - Regular Plan - Growth,Other,ok
128347,Religare Invesco Fixed Maturity Plan - Series 23 - Plan D (370 Days) - Regular Plan - Growth Option,Other,skip
128352,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan N - Cumulative,Other,skip
128357,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan M - Cumulative,Other,skip
128359,ICICI Prudential Fixed Maturity Plan-Series 73-1120 Days Plan L - Cumulative,Other,skip
128364,Kotak FMP Series 146 (388 Days) - Growth,Other,ok
128369,LIC NOMURA MF FIXED MATURITY PLAN SERIES 78-REGULAR PLAN-GROWTH,Other,ok
128379,DSP BlackRock FMP - Series 155 - 12M (Maturity Date 03-Apr-2017) - Regular Plan - Growth,Other,ok
128385,DWS FIXED MATURITY PLAN - SERIES 57 - REGULAR PLAN -GROWTH,Other,ok
128390,SBI DEBT FUND SERIES A - 11 REGULAR PLAN - GROWTH,Other,skip
128395,Tata Fixed Maturity Plan Series 47 Scheme A -Plan A -Growth,Other,ok
128397,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Growth,Other,ok
128401,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Growth,Other,ok
128406,Tata Fixed Maturity Plan Series 47 Scheme B-Plan A-Growth,Other,skip
128411,PRINCIPAL PNB FIXED MATURITY PLAN-SERIES B14-REGULAR PLAN-GROWTH,Other,ok
128415,Sundaram Fixed Term Plan FI Regular Plan Growth,Other,skip
128421,Sundaram Fixed Term Plan FJ Regular Plan Growth,Other,skip
128427,Sundaram Hybrid Fund Series F Regular Plan Growth,Other,ok
128448,Reliance Fixed Horizon Fund - XXVI - Series 3-Growth Option,Other,skip
128456,Aditya Birla Sun Life Fixed Term Plan - Series KQ (1119 days) - Regular Plan-Growth,Other,ok
128458,Reliance Fixed Horizon Fund - XXVI - Series 4-Growth Option,Other,ok
128475,IDFC FTP S-88(1175 Days)_Regular Plan_Growth,Other,ok
128489,Aditya Birla Sun Life Fixed Term Plan - Series KR (1124 days) - Regular Plan-Growth,Other,ok
128492,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C - Cumulative,Other,skip
128498,ICICI Prudential Fixed Maturity Plan-Series 73-378 Days Plan O - Cumulative,Other,skip
128509,Aditya Birla Sun Life Fixed Term Plan - Series KS (1100 days) - Regular Plan-Growth,Other,ok
128511,L&T FMP Series X - Plan Q (1511 days) - Regular Plan - Growth,Other,ok
128515,L&T FMP Series X - Plan R (1506 days) - Regular Plan - Growth,Other,ok
128520,Invesco India Fixed Maturity Plan - Series 23 - Plan E (382 Days) - Regular Plan - Growth Option,Other,ok
128537,JM Fixed Maturity Fund - Series XXIV - Plan C (JM FMF - XXIV - C) - Growth option,Other,skip
128541,HDFC FMP 3360D March 2014 (1) - Flexi Option,Other,ok
128542,HDFC FMP 3360D March 2014 (1) - Growth Option,Other,ok
128546,IDFC FTP-S 89(742 Days)_Regular Plan_Growth,Other,ok
128555,UTI FTIF Series XVIII -I (400 DAYS)-Maturity Div Option,Other,ok
128557,UTI FTIF Series XVIII -I (400 DAYS)-Growth Option,Other,ok
128565,UTI FTIF Series XVIII -II (1825 DAYS)-Flexi Div Option,Other,ok
128571,UTI FTIF Series XVIII -II (1825 DAYS)-Maturity Div Option,Other,ok
128573,UTI FTIF Series XVIII -II (1825 DAYS)- Growth Option,Other,ok
128574,Kotak FMP Series 147 (384 Days) - Growth,Other,ok
128578,Kotak FMP Series 148 (388 Days) - Growth,Other,ok
128585,L&T FMP Series X - Plan S (1500 days) - Regular Plan - Growth,Other,ok
128588,L&T FMP Series X - Plan T (1500 days) - Regular Plan - Growth,Other,ok
128590,Reliance Fixed Horizon Fund - XXVI- Series 5- Growth Option,Other,skip
128603,HDFC FMP 390D March 2014 (1) - Regular Option-Flexi Option,Other,ok
128604,HDFC FMP 390D March 2014 (1) - Regular Option-Growth Option,Other,ok
128610,HDFC FMP 369D March 2014 (2) - Regular Option-Flexi Option,Other,skip
128611,HDFC FMP 369D March 2014 (2) - Regular Option-Growth Option,Other,ok
128621,DWS FIXED MATURITY PLAN - SERIES 60 - REGULAR PLAN -GROWTH,Other,ok
128628,HDFC Banking and PSU Debt Fund - Growth Option,Sectoral - Banking,ok
128635,Reliance Fixed Horizon Fund- XXVI- Series 6-  Growth Option,Other,ok
128645,Aditya Birla Sun Life Fixed Term Plan - Series KT (1119 days) - Regular Plan-Growth,Other,ok
128648,ICICI Prudential Fixed Maturity Plan-Series 73-376 Days Plan Q - Cumulative,Other,skip
128652,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan P- Cumulative,Other,skip
128657,DWS FIXED MATURITY PLAN - SERIES 61 - REGULAR PLAN -GROWTH,Other,ok
128661,UTI FTIF Series XVIII -III (367 DAYS)- Growth Option,Other,ok
128671,SBI DEBT FUND SERIES A - 13 REGULAR PLAN - GROWTH,Other,skip
128675,IDBI FMP - Series IV - 376 Days (March 2014) - L Growth Regular,Other,skip
128687,Reliance Fixed Horizon Fund- XXVI- Series 7- Growth Option,Other,ok
128689,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Growth Option,Other,ok
128695,SBI DEBT FUND SERIES A - 14 REGULAR PLAN - GROWTH,Other,skip
128697,Religare Invesco Fixed Maturity Plan - Series 23 - Plan F (367 Days) - Regular Plan - Growth Option,Other,skip
128704,SBI DEBT FUND SERIES A - 15 REGULAR PLAN - GROWTH,Other,skip
128712,HDFC FMP 366D March 2014 (1) - Regular Option-Flexi Option,Other,ok
128713,HDFC FMP 366D March 2014 (1) - Regular Option-Growth Option,Other,ok
128718,DWS FIXED MATURITY PLAN - SERIES 62 - REGULAR PLAN -GROWTH,Other,ok
128724,Axis Fixed Term Plan - Series 62 (383 days) - Regular Plan - Growth,Other,skip
128730,DWS FIXED MATURITY PLAN - SERIES 63 - REGULAR PLAN -GROWTH,Other,ok
128740,HDFC FMP 1095D March 2014 (1) - Regular Option-Flexi Option,Other,ok
128741,HDFC FMP 1095D March 2014 (1) - Regular Option-Growth Option,Other,ok
128743,Axis Fixed Term Plan - Series 63 (91 days) - Regular Plan - Growth,Other,skip
128749,Religare Invesco Fixed Maturity Plan - Series 23 - Plan G (376 Days) - Regular Plan - Growth Option,Other,skip
128751,CPSE ETF,ETF - Equity,ok
128754,Kotak FMP Series 150 (1109 Days) - Growth,Other,ok
128756,Kotak FMP Series 149 (386 Days) - Growth,Other,ok
128765,Birla Sun Life Fixed Term Plan - Series KU (378 days) - Regular Plan-Growth,Other,skip
128769,BOI AXA FIXED MATURITY PLAN SERIES 13 REGULAR PLAN GROWTH,Other,skip
128772,Birla Sun Life Fixed Term Plan - Series KV (367 days) - Regular Plan-Growth,Other,skip
128780,HDFC FMP 378D March 2014 (1) - Regular Option-Flexi Option,Other,ok
128781,HDFC FMP 378D March 2014 (1) - Regular Option-Growth Option,Other,ok
128787,HDFC FMP 384D March 2014 (1) - Regular Option-Flexi Option,Other,skip
128788,HDFC FMP 384D March 2014 (1) - Regular Option-Growth Option,Other,ok
128797,HDFC FMP 369D March 2014 (3) - Regular Option-Flexi Option,Other,skip
128798,HDFC FMP 369D March 2014 (3) - Regular Option-Growth Option,Other,ok
128805,HDFC FMP 1127D March 2014 (1) - Regular Option-Flexi Option,Other,ok
128806,HDFC FMP 1127D March 2014 (1) - Regular Option-Growth Option,Other,ok
128811,ICICI Prudential Fixed Maturity Plan-Series 73-369 Days Plan S- Cumulative,Other,skip
128814,ICICI Prudential Fixed Maturity Plan-Series 73-368 Days Plan R - Cumulative,Other,skip
